Académie Lib L;Diplôme regroupé Lib L;Département Lib L;Série du baccalauréat Lib L;Nombre total d'admis;Nombre de présents;Série du baccalauréat Lib C;Sexe;Session;Situation déclarée candidat;Secteur d'enseignement;Contrat de l'établissement;TAUX DE REUSSITE (col E / col F * 100)
TOULOUSE;BAC GENERAL;GERS;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;1;2000;5;1;X;#DIV/0!
BORDEAUX;BAC GENERAL;GIRONDE;BAC SCIENTIFIQUE;217;250;BAC S;2;2000;1;2;2;86,8
BORDEAUX;BAC GENERAL;GIRONDE;BAC ECONOMIQUE ET SOCIAL;149;179;BAC ES;2;2000;1;2;2;83,24022346
BORDEAUX;BAC GENERAL;GIRONDE;BAC LITTERAIRE;4;14;BAC L;1;2000;1;2;0;28,57142857
BORDEAUX;BAC GENERAL;GIRONDE;BAC SCIENTIFIQUE;13;27;BAC S;2;2000;5;1;X;48,14814815
MONTPELLIER;BAC GENERAL;HERAULT;BAC SCIENTIFIQUE;189;233;BAC S;1;2000;1;2;2;81,11587983
MONTPELLIER;BAC GENERAL;HERAULT;BAC SCIENTIFIQUE;35;61;BAC S;1;2000;2;-;-;57,37704918
MONTPELLIER;BAC GENERAL;HERAULT;BAC ECONOMIQUE ET SOCIAL;4;4;BAC ES;2;2000;1;2;0;100
MONTPELLIER;BAC GENERAL;HERAULT;BAC ECONOMIQUE ET SOCIAL;5;9;BAC ES;1;2000;1;2;0;55,55555556
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC SCIENTIFIQUE;656;731;BAC S;2;2000;1;1;X;89,74008208
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC LITTERAIRE;106;125;BAC L;1;2000;1;1;X;84,8
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC LITTERAIRE;327;364;BAC L;2;2000;1;2;2;89,83516484
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC LITTERAIRE;2;5;BAC L;2;2000;1;2;0;40
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC ECONOMIQUE ET SOCIAL;0;4;BAC ES;1;2000;1;2;0;0
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC LITTERAIRE;13;13;BAC L;1;2000;1;2;0;100
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC SCIENTIFIQUE;1;3;BAC S;1;2000;2;-;-;33,33333333
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC LITTERAIRE;3;4;BAC L;1;2000;2;-;-;75
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC ECONOMIQUE ET SOCIAL;148;197;BAC ES;2;2000;1;1;X;75,12690355
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC LITTERAIRE;334;438;BAC L;2;2000;1;1;X;76,25570776
BORDEAUX;BAC GENERAL;GIRONDE;BAC ECONOMIQUE ET SOCIAL;6;14;BAC ES;2;2000;5;1;X;42,85714286
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;80;100;BAC ES;2;2000;1;2;2;80
GRENOBLE;BAC GENERAL;ISERE;BAC ECONOMIQUE ET SOCIAL;443;527;BAC ES;1;2000;1;1;X;84,06072106
GRENOBLE;BAC GENERAL;ISERE;BAC ECONOMIQUE ET SOCIAL;6;14;BAC ES;2;2000;2;-;-;42,85714286
BESANCON;BAC GENERAL;JURA;BAC LITTERAIRE;32;36;BAC L;1;2000;1;1;X;88,88888889
BESANCON;BAC GENERAL;JURA;BAC SCIENTIFIQUE;25;28;BAC S;2;2000;1;2;2;89,28571429
BESANCON;BAC GENERAL;JURA;BAC ECONOMIQUE ET SOCIAL;34;39;BAC ES;2;2000;1;2;2;87,17948718
BORDEAUX;BAC GENERAL;LANDES;BAC SCIENTIFIQUE;216;273;BAC S;2;2000;1;1;X;79,12087912
BESANCON;BAC GENERAL;JURA;BAC LITTERAIRE;0;1;BAC L;1;2000;5;1;X;0
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC SCIENTIFIQUE;211;268;BAC S;2;2000;1;1;X;78,73134328
ORLEANS-TOURS;BAC GENERAL;LOIR-ET-CHER;BAC LITTERAIRE;194;220;BAC L;2;2000;1;1;X;88,18181818
ORLEANS-TOURS;BAC GENERAL;LOIR-ET-CHER;BAC LITTERAIRE;5;8;BAC L;2;2000;2;-;-;62,5
LYON;BAC GENERAL;LOIRE;BAC LITTERAIRE;461;566;BAC L;2;2000;1;1;X;81,44876325
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC LITTERAIRE;0;1;BAC L;2;2000;1;2;0;0
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC SCIENTIFIQUE;2;13;BAC S;1;2000;2;-;-;15,38461538
LYON;BAC GENERAL;LOIRE;BAC LITTERAIRE;28;31;BAC L;1;2000;1;2;2;90,32258065
LYON;BAC GENERAL;LOIRE;BAC ECONOMIQUE ET SOCIAL;106;135;BAC ES;1;2000;1;2;2;78,51851852
LYON;BAC GENERAL;LOIRE;BAC SCIENTIFIQUE;4;5;BAC S;2;2000;1;2;9;80
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC SCIENTIFIQUE;114;127;BAC S;2;2000;1;1;X;89,76377953
NANTES;BAC GENERAL;LOIRE-ATLANTIQUE;BAC SCIENTIFIQUE;1065;1290;BAC S;1;2000;1;1;X;82,55813953
NANTES;BAC GENERAL;LOIRE-ATLANTIQUE;BAC SCIENTIFIQUE;596;696;BAC S;1;2000;1;2;2;85,63218391
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC SCIENTIFIQUE;823;975;BAC S;1;2000;1;1;X;84,41025641
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC SCIENTIFIQUE;5;16;BAC S;1;2000;2;-;-;31,25
TOULOUSE;BAC GENERAL;LOT;BAC LITTERAIRE;16;19;BAC L;1;2000;1;1;X;84,21052632
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC SCIENTIFIQUE;224;274;BAC S;2;2000;1;1;X;81,75182482
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC LITTERAIRE;31;38;BAC L;1;2000;1;1;X;81,57894737
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;24;31;BAC ES;2;2000;1;2;2;77,41935484
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC SCIENTIFIQUE;0;3;BAC S;1;2000;1;2;0;0
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;2;2000;5;1;X;50
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;2;2000;2;-;-;100
MONTPELLIER;BAC GENERAL;LOZERE;BAC ECONOMIQUE ET SOCIAL;15;17;BAC ES;1;2000;1;1;X;88,23529412
MONTPELLIER;BAC GENERAL;LOZERE;BAC LITTERAIRE;28;30;BAC L;2;2000;1;1;X;93,33333333
MONTPELLIER;BAC GENERAL;LOZERE;BAC SCIENTIFIQUE;0;0;BAC S;1;2000;2;-;-;#DIV/0!
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC SCIENTIFIQUE;445;502;BAC S;2;2000;1;1;X;88,64541833
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;183;230;BAC ES;1;2000;1;1;X;79,56521739
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;4;7;BAC ES;1;2000;1;2;0;57,14285714
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;0;2;BAC ES;2;2000;1;2;0;0
CAEN;BAC GENERAL;MANCHE;BAC ECONOMIQUE ET SOCIAL;137;188;BAC ES;1;2000;1;1;X;72,87234043
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC SCIENTIFIQUE;7;9;BAC S;2;2000;2;-;-;77,77777778
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;3;6;BAC ES;2;2000;2;-;-;50
NANTES;BAC GENERAL;LOIRE-ATLANTIQUE;BAC SCIENTIFIQUE;3;11;BAC S;1;2000;5;1;X;27,27272727
NANTES;BAC GENERAL;LOIRE-ATLANTIQUE;BAC ECONOMIQUE ET SOCIAL;8;15;BAC ES;1;2000;2;-;-;53,33333333
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC LITTERAIRE;9;13;BAC L;1;2000;1;2;2;69,23076923
BORDEAUX;BAC GENERAL;LANDES;BAC LITTERAIRE;0;0;BAC L;1;2000;5;1;X;#DIV/0!
BORDEAUX;BAC GENERAL;LANDES;BAC LITTERAIRE;2;4;BAC L;2;2000;5;1;X;50
REIMS;BAC GENERAL;MARNE;BAC LITTERAIRE;57;71;BAC L;1;2000;1;1;X;80,28169014
REIMS;BAC GENERAL;MARNE;BAC SCIENTIFIQUE;481;577;BAC S;2;2000;1;1;X;83,36221837
REIMS;BAC GENERAL;HAUTE-MARNE;BAC LITTERAIRE;13;18;BAC L;1;2000;1;1;X;72,22222222
REIMS;BAC GENERAL;HAUTE-MARNE;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;2;2000;5;1;X;#DIV/0!
REIMS;BAC GENERAL;HAUTE-MARNE;BAC LITTERAIRE;1;1;BAC L;2;2000;5;1;X;100
NANTES;BAC GENERAL;MAYENNE;BAC SCIENTIFIQUE;97;108;BAC S;2;2000;1;2;2;89,81481481
NANTES;BAC GENERAL;MAYENNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;2;2000;5;1;X;100
NANCY-METZ;BAC GENERAL;MEUSE;BAC SCIENTIFIQUE;155;190;BAC S;2;2000;1;1;X;81,57894737
NANCY-METZ;BAC GENERAL;MEUSE;BAC SCIENTIFIQUE;164;224;BAC S;1;2000;1;1;X;73,21428571
CAEN;BAC GENERAL;MANCHE;BAC ECONOMIQUE ET SOCIAL;63;74;BAC ES;2;2000;1;2;2;85,13513514
CAEN;BAC GENERAL;MANCHE;BAC SCIENTIFIQUE;3;4;BAC S;1;2000;2;-;-;75
CAEN;BAC GENERAL;MANCHE;BAC SCIENTIFIQUE;1;2;BAC S;1;2000;5;1;X;50
CAEN;BAC GENERAL;MANCHE;BAC ECONOMIQUE ET SOCIAL;1;4;BAC ES;1;2000;2;-;-;25
NANCY-METZ;BAC GENERAL;MOSELLE;BAC SCIENTIFIQUE;1101;1437;BAC S;1;2000;1;1;X;76,61795407
NANCY-METZ;BAC GENERAL;MOSELLE;BAC ECONOMIQUE ET SOCIAL;707;879;BAC ES;2;2000;1;1;X;80,43230944
NANCY-METZ;BAC GENERAL;MOSELLE;BAC SCIENTIFIQUE;173;203;BAC S;1;2000;1;2;2;85,22167488
NANCY-METZ;BAC GENERAL;MOSELLE;BAC SCIENTIFIQUE;3;4;BAC S;2;2000;1;2;0;75
NANCY-METZ;BAC GENERAL;MOSELLE;BAC LITTERAIRE;4;5;BAC L;2;2000;1;2;0;80
NANCY-METZ;BAC GENERAL;MOSELLE;BAC LITTERAIRE;11;31;BAC L;2;2000;2;-;-;35,48387097
DIJON;BAC GENERAL;NIEVRE;BAC LITTERAIRE;40;46;BAC L;1;2000;1;1;X;86,95652174
DIJON;BAC GENERAL;NIEVRE;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;1;2000;2;-;-;50
RENNES;BAC GENERAL;MORBIHAN;BAC SCIENTIFIQUE;11;20;BAC S;1;2000;1;2;9;55
RENNES;BAC GENERAL;MORBIHAN;BAC ECONOMIQUE ET SOCIAL;2;3;BAC ES;2;2000;2;-;-;66,66666667
LILLE;BAC GENERAL;NORD;BAC ECONOMIQUE ET SOCIAL;34;35;BAC ES;2;2000;1;2;9;97,14285714
LILLE;BAC GENERAL;PAS-DE-CALAIS;BAC LITTERAIRE;851;1156;BAC L;2;2000;1;1;X;73,61591696
LILLE;BAC GENERAL;NORD;BAC SCIENTIFIQUE;2;9;BAC S;2;2000;5;1;X;22,22222222
AMIENS;BAC GENERAL;OISE;BAC SCIENTIFIQUE;13;17;BAC S;1;2000;1;2;9;76,47058824
AMIENS;BAC GENERAL;OISE;BAC LITTERAIRE;3;7;BAC L;1;2000;2;-;-;42,85714286
CAEN;BAC GENERAL;ORNE;BAC SCIENTIFIQUE;55;62;BAC S;2;2000;1;2;2;88,70967742
BORDEAUX;BAC GENERAL;PYRENEES-ATLANTIQUES;BAC SCIENTIFIQUE;3;10;BAC S;2;2000;5;1;X;30
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC LITTERAIRE;40;49;BAC L;2;2000;1;2;2;81,63265306
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC SCIENTIFIQUE;1;3;BAC S;1;2000;2;-;-;33,33333333
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC ECONOMIQUE ET SOCIAL;1;3;BAC ES;1;2000;2;-;-;33,33333333
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC LITTERAIRE;3;9;BAC L;2;2000;5;1;X;33,33333333
MONTPELLIER;BAC GENERAL;PYRENEES-ORIENTALES;BAC LITTERAIRE;226;283;BAC L;2;2000;1;1;X;79,85865724
MONTPELLIER;BAC GENERAL;PYRENEES-ORIENTALES;BAC ECONOMIQUE ET SOCIAL;46;47;BAC ES;2;2000;1;2;2;97,87234043
LILLE;BAC GENERAL;PAS-DE-CALAIS;BAC ECONOMIQUE ET SOCIAL;1;7;BAC ES;2;2000;2;-;-;14,28571429
LILLE;BAC GENERAL;PAS-DE-CALAIS;BAC LITTERAIRE;6;9;BAC L;1;2000;2;-;-;66,66666667
CLERMONT-FERRAND;BAC GENERAL;PUY-DE-DOME;BAC SCIENTIFIQUE;13;18;BAC S;1;2000;2;-;-;72,22222222
CLERMONT-FERRAND;BAC GENERAL;PUY-DE-DOME;BAC SCIENTIFIQUE;6;9;BAC S;1;2000;5;1;X;66,66666667
CAEN;BAC GENERAL;ORNE;BAC LITTERAIRE;0;2;BAC L;1;2000;2;-;-;0
LYON;BAC GENERAL;RHONE;BAC ECONOMIQUE ET SOCIAL;474;641;BAC ES;1;2000;1;1;X;73,94695788
LYON;BAC GENERAL;RHONE;BAC LITTERAIRE;83;94;BAC L;1;2000;1;2;2;88,29787234
LYON;BAC GENERAL;RHONE;BAC ECONOMIQUE ET SOCIAL;476;522;BAC ES;2;2000;1;2;2;91,18773946
MONTPELLIER;BAC GENERAL;PYRENEES-ORIENTALES;BAC SCIENTIFIQUE;4;7;BAC S;2;2000;2;-;-;57,14285714
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC ECONOMIQUE ET SOCIAL;158;180;BAC ES;2;2000;1;2;2;87,77777778
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC ECONOMIQUE ET SOCIAL;4;7;BAC ES;1;2000;1;2;0;57,14285714
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC SCIENTIFIQUE;3;6;BAC S;2;2000;1;2;0;50
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC SCIENTIFIQUE;7;11;BAC S;2;2000;5;1;X;63,63636364
STRASBOURG;BAC GENERAL;HAUT-RHIN;BAC ECONOMIQUE ET SOCIAL;2;7;BAC ES;2;2000;5;1;X;28,57142857
STRASBOURG;BAC GENERAL;HAUT-RHIN;BAC LITTERAIRE;3;5;BAC L;2;2000;2;-;-;60
STRASBOURG;BAC GENERAL;HAUT-RHIN;BAC LITTERAIRE;2;4;BAC L;1;2000;2;-;-;50
NANTES;BAC GENERAL;SARTHE;BAC SCIENTIFIQUE;493;611;BAC S;1;2000;1;1;X;80,68739771
NANTES;BAC GENERAL;SARTHE;BAC ECONOMIQUE ET SOCIAL;331;421;BAC ES;2;2000;1;1;X;78,62232779
NANTES;BAC GENERAL;SARTHE;BAC SCIENTIFIQUE;0;3;BAC S;2;2000;2;-;-;0
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;1;1;BAC L;1;2000;2;-;-;100
GRENOBLE;BAC GENERAL;SAVOIE;BAC LITTERAIRE;2;5;BAC L;1;2000;1;2;2;40
GRENOBLE;BAC GENERAL;SAVOIE;BAC ECONOMIQUE ET SOCIAL;4;7;BAC ES;2;2000;2;-;-;57,14285714
LYON;BAC GENERAL;RHONE;BAC ECONOMIQUE ET SOCIAL;22;41;BAC ES;2;2000;2;-;-;53,65853659
LYON;BAC GENERAL;RHONE;BAC ECONOMIQUE ET SOCIAL;2;8;BAC ES;2;2000;5;1;X;25
LYON;BAC GENERAL;RHONE;BAC ECONOMIQUE ET SOCIAL;13;34;BAC ES;1;2000;2;-;-;38,23529412
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC SCIENTIFIQUE;205;258;BAC S;2;2000;1;1;X;79,45736434
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC SCIENTIFIQUE;269;350;BAC S;1;2000;1;1;X;76,85714286
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC SCIENTIFIQUE;2;3;BAC S;2;2000;1;2;2;66,66666667
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC SCIENTIFIQUE;0;1;BAC S;2;2000;5;1;X;0
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC LITTERAIRE;58;74;BAC L;1;2000;1;1;X;78,37837838
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC LITTERAIRE;379;460;BAC L;2;2000;1;1;X;82,39130435
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;5;10;BAC ES;2;2000;2;-;-;50
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;146;265;BAC ES;1;2000;1;2;0;55,09433962
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC LITTERAIRE;30;33;BAC L;1;2000;1;2;2;90,90909091
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC SCIENTIFIQUE;16;20;BAC S;1;2000;1;2;9;80
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC ECONOMIQUE ET SOCIAL;35;49;BAC ES;1;2000;2;-;-;71,42857143
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;2160;2689;BAC S;1;2000;1;1;X;80,3272592
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC LITTERAIRE;959;1176;BAC L;2;2000;1;1;X;81,54761905
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC SCIENTIFIQUE;1319;1849;BAC S;1;2000;1;1;X;71,33585722
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;31;90;BAC S;2;2000;2;-;-;34,44444444
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;64;174;BAC S;1;2000;2;-;-;36,7816092
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;13;36;BAC S;2;2000;5;1;X;36,11111111
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;16;56;BAC ES;1;2000;5;1;X;28,57142857
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;41;99;BAC ES;1;2000;2;-;-;41,41414141
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;48;59;BAC L;1;2000;1;1;X;81,3559322
VERSAILLES;BAC GENERAL;YVELINES;BAC ECONOMIQUE ET SOCIAL;10;15;BAC ES;2;2000;1;2;0;66,66666667
VERSAILLES;BAC GENERAL;YVELINES;BAC ECONOMIQUE ET SOCIAL;61;81;BAC ES;1;2000;2;-;-;75,30864198
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;49;71;BAC L;2;2000;2;-;-;69,01408451
VERSAILLES;BAC GENERAL;YVELINES;BAC SCIENTIFIQUE;11;34;BAC S;1;2000;5;1;X;32,35294118
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC SCIENTIFIQUE;10;25;BAC S;2;2000;2;-;-;40
VERSAILLES;BAC GENERAL;YVELINES;BAC SCIENTIFIQUE;1270;1502;BAC S;2;2000;1;1;X;84,5539281
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC ECONOMIQUE ET SOCIAL;4;12;BAC ES;1;2000;5;1;X;33,33333333
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC LITTERAIRE;2;6;BAC L;1;2000;5;1;X;33,33333333
VERSAILLES;BAC GENERAL;YVELINES;BAC SCIENTIFIQUE;2;5;BAC S;2;2000;1;2;0;40
NICE;BAC GENERAL;VAR;BAC SCIENTIFIQUE;816;1091;BAC S;1;2000;1;1;X;74,79376719
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC ECONOMIQUE ET SOCIAL;164;241;BAC ES;1;2000;1;1;X;68,04979253
NICE;BAC GENERAL;VAR;BAC SCIENTIFIQUE;1;2;BAC S;1;2000;5;1;X;50
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;312;446;BAC ES;2;2000;1;1;X;69,95515695
AMIENS;BAC GENERAL;SOMME;BAC LITTERAIRE;112;138;BAC L;2;2000;1;2;2;81,15942029
TOULOUSE;BAC GENERAL;TARN;BAC ECONOMIQUE ET SOCIAL;188;230;BAC ES;2;2000;1;1;X;81,73913043
TOULOUSE;BAC GENERAL;TARN;BAC LITTERAIRE;220;258;BAC L;2;2000;1;1;X;85,27131783
AMIENS;BAC GENERAL;SOMME;BAC LITTERAIRE;1;2;BAC L;1;2000;5;1;X;50
AMIENS;BAC GENERAL;SOMME;BAC LITTERAIRE;3;7;BAC L;2;2000;5;1;X;42,85714286
TOULOUSE;BAC GENERAL;TARN;BAC ECONOMIQUE ET SOCIAL;33;46;BAC ES;1;2000;1;2;2;71,73913043
TOULOUSE;BAC GENERAL;TARN;BAC LITTERAIRE;0;0;BAC L;1;2000;5;1;X;#DIV/0!
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;0;1;BAC S;1;2000;2;-;-;0
NANTES;BAC GENERAL;VENDEE;BAC LITTERAIRE;257;321;BAC L;2;2000;1;1;X;80,0623053
NANTES;BAC GENERAL;VENDEE;BAC SCIENTIFIQUE;334;370;BAC S;2;2000;1;2;2;90,27027027
NANTES;BAC GENERAL;VENDEE;BAC SCIENTIFIQUE;4;5;BAC S;2;2000;1;2;9;80
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;136;180;BAC ES;1;2000;1;1;X;75,55555556
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC SCIENTIFIQUE;0;2;BAC S;1;2000;2;-;-;0
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;5;9;BAC ES;2;2000;2;-;-;55,55555556
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;2000;5;1;X;0
POITIERS;BAC GENERAL;VIENNE;BAC LITTERAIRE;8;11;BAC L;2;2000;2;-;-;72,72727273
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;1;2000;5;1;X;#DIV/0!
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;2;4;BAC ES;2;2000;5;1;X;50
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;1;5;BAC ES;1;2000;2;-;-;20
LIMOGES;BAC GENERAL;HAUTE-VIENNE;BAC LITTERAIRE;0;0;BAC L;2;2000;5;1;X;#DIV/0!
NANCY-METZ;BAC GENERAL;VOSGES;BAC ECONOMIQUE ET SOCIAL;36;42;BAC ES;2;2000;1;2;2;85,71428571
VERSAILLES;BAC GENERAL;ESSONNE;BAC ECONOMIQUE ET SOCIAL;841;1035;BAC ES;2;2000;1;1;X;81,25603865
VERSAILLES;BAC GENERAL;ESSONNE;BAC SCIENTIFIQUE;119;131;BAC S;2;2000;1;2;2;90,83969466
VERSAILLES;BAC GENERAL;ESSONNE;BAC LITTERAIRE;89;98;BAC L;2;2000;1;2;2;90,81632653
VERSAILLES;BAC GENERAL;ESSONNE;BAC ECONOMIQUE ET SOCIAL;6;20;BAC ES;2;2000;2;-;-;30
VERSAILLES;BAC GENERAL;ESSONNE;BAC LITTERAIRE;2;22;BAC L;2;2000;2;-;-;9,090909091
VERSAILLES;BAC GENERAL;ESSONNE;BAC LITTERAIRE;2;11;BAC L;1;2000;5;1;X;18,18181818
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;392;422;BAC S;2;2000;1;2;2;92,89099526
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC LITTERAIRE;47;50;BAC L;1;2000;1;2;2;94
DIJON;BAC GENERAL;YONNE;BAC SCIENTIFIQUE;31;36;BAC S;2;2000;1;2;2;86,11111111
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC SCIENTIFIQUE;827;1133;BAC S;2;2000;1;1;X;72,99205649
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;55;71;BAC ES;1;2000;1;2;2;77,46478873
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;0;2;BAC L;2;2000;1;2;0;0
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;20;62;BAC ES;2;2000;2;-;-;32,25806452
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;1080;1451;BAC S;1;2000;1;1;X;74,4314266
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;8;16;BAC ES;2;2000;1;2;0;50
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;4;17;BAC ES;1;2000;5;1;X;23,52941176
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;6;19;BAC ES;1;2000;5;1;X;31,57894737
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC SCIENTIFIQUE;14;73;BAC S;2;2000;2;-;-;19,17808219
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;8;23;BAC ES;2;2000;5;1;X;34,7826087
CORSE;BAC GENERAL;HAUTE-CORSE;BAC SCIENTIFIQUE;2;6;BAC S;2;2000;2;-;-;33,33333333
CORSE;BAC GENERAL;CORSE-DU-SUD;BAC ECONOMIQUE ET SOCIAL;3;7;BAC ES;1;2000;1;2;2;42,85714286
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC SCIENTIFIQUE;373;521;BAC S;1;2000;1;1;X;71,59309021
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;4;7;BAC ES;1;2000;1;2;2;57,14285714
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;11;13;BAC ES;2;2000;1;2;2;84,61538462
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;2000;2;-;-;0
CORSE;BAC GENERAL;HAUTE-CORSE;BAC LITTERAIRE;5;8;BAC L;2;2000;2;-;-;62,5
LA REUNION;BAC GENERAL;LA REUNION;BAC LITTERAIRE;0;6;BAC L;1;2000;2;-;-;0
LA REUNION;BAC GENERAL;LA REUNION;BAC ECONOMIQUE ET SOCIAL;30;31;BAC ES;1;2000;1;2;2;96,77419355
GUYANE;BAC GENERAL;GUYANE;BAC LITTERAIRE;2;2;BAC L;1;2002;1;2;2;100
